cod_cns;valor;calorPago;mensagem;nossoNumero;dataVenc;status
15.71-9;400.00;400.00;Contribuição ref. Abril/18;10000005638;15/05/2018;1
20.32-1;70.00;70.00;Contribuição ref. Abril/18;10000005639;15/05/2018;1
16.04-8;70.00;70.00;Contribuição ref. Abril/18;10000005640;15/05/2018;1
17.95-4;70.00;70.00;Contribuição ref. Abril/18;10000005641;15/05/2018;1
17.22-8;70.00;70.00;Contribuição ref. Abril/18;10000005642;15/05/2018;1
20.95-8;70.00;70.00;Contribuição ref. Abril/18;10000005643;15/05/2018;1
19.68-7;70.00;70.00;Contribuição ref. Abril/18;10000005644;15/05/2018;1
17.75-6;70.00;70.00;Contribuição ref. Abril/18;10000005645;15/05/2018;1
19.31-5;70.00;70.00;Contribuição ref. Abril/18;10000005646;15/05/2018;1
15.67-7;50.00;50.00;Contribuição ref. Abril/18;10000005647;15/05/2018;1
20.16-4;50.00;50.00;Contribuição ref. Abril/18;10000005648;15/05/2018;1
19.99-2;900.00;900.00;Contribuição ref. meses de janeiro, fevereiro e março;10000005649;10/05/2018;1
17.83-0;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005665;15/06/2018;1
15.59-4;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005666;15/06/2018;1
19.35-6;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005667;15/06/2018;1
19.24-0;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005668;15/06/2018;1
17.92-1;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005669;15/06/2018;1
17.85-5;100.00;100.00;Ref. Contribuição mês de Maio/18;10000005670;15/06/2018;1
16.06-3;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005671;15/06/2018;1
15.72-7;150.00;150.00;Ref. Contribuição mês de Maio/18;10000005672;15/06/2018;1
15.66-9;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005673;15/06/2018;1
20.48-7;150.00;150.00;Ref. Contribuição mês de Maio/18;10000005674;15/06/2018;1
20.36-2;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005675;15/06/2018;1
15.57-8;150.00;150.00;Ref. Contribuição mês de Maio/18;10000005676;15/06/2018;1
16.39-4;50.00;0.00;Ref. Contribuição mês de Maio/18;10000005677;15/06/2018;0
20.67-7;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005678;15/06/2018;1
17.94-7;100.00;0.00;Ref. Contribuição mês de Maio/18;10000005679;15/06/2018;0
17.70-7;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005680;15/06/2018;1
19.99-2;300.00;300.00;Ref. Contribuição mês de Maio/18;10000005681;15/06/2018;1
15.61-0;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005682;15/06/2018;1
20.88-3;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005683;15/06/2018;0
19.97-6;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005684;15/06/2018;0
19.30-7;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005685;15/06/2018;1
20.38-8;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005686;15/06/2018;1
16.12-1;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005687;15/06/2018;0
19.63-8;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005688;15/06/2018;0
19.36-4;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005689;15/06/2018;1
19.46-3;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005690;15/06/2018;1
20.47-9;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005691;15/06/2018;1
20.40-4;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005692;15/06/2018;1
19.17-4;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005693;15/06/2018;1
121.00-4;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005694;15/06/2018;0
19.60-4;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005695;15/06/2018;1
19.96-8;50.00;0.00;Ref. Contribuição mês de Maio/18;10000005696;15/06/2018;0
18.04-4;50.00;0.00;Ref. Contribuição mês de Maio/18;10000005697;15/06/2018;0
19.76-0;50.00;0.00;Ref. Contribuição mês de Maio/18;10000005698;15/06/2018;0
17.67-3;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005699;15/06/2018;1
19.18-2;50.00;0.00;Ref. Contribuição mês de Maio/18;10000005700;15/06/2018;0
17.84-8;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005701;15/06/2018;1
16.35-2;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005702;15/06/2018;1
19.48-9;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005703;15/06/2018;1
17.66-5;50.00;0.00;Ref. Contribuição mês de Maio/18;10000005704;15/06/2018;0
20.44-6;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005705;15/06/2018;1
17.88-9;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005706;15/06/2018;1
17.59-0;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005707;15/06/2018;1
17.69-9;50.00;0.00;Ref. Contribuição mês de Maio/18;10000005708;15/06/2018;0
19.70-3;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005709;15/06/2018;1
16.09-7;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005710;15/06/2018;1
16.01-4;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005711;15/06/2018;1
16.11-3;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005712;15/06/2018;1
79.01-2;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005713;15/06/2018;1
20.51-1;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005714;15/06/2018;1
19.33-1;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005715;15/06/2018;1
17.76-4;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005716;15/06/2018;1
15.90-9;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005717;15/06/2018;1
15.75-0;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005718;15/06/2018;1
17.24-4;50.00;0.00;Ref. Contribuição mês de Maio/18;10000005719;15/06/2018;0
16.23-8;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005720;15/06/2018;0
19.39-8;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005721;15/06/2018;1
20.19-8;50.00;0.00;Ref. Contribuição mês de Maio/18;10000005722;15/06/2018;0
17.90-5;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005723;15/06/2018;1
20.86-7;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005724;15/06/2018;1
15.53-7;150.00;150.00;Ref. Contribuição mês de Maio/18;10000005725;15/06/2018;1
17.86-3;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005726;15/06/2018;1
17.62-4;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005727;15/06/2018;1
28.34-0;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005728;15/06/2018;1
20.49-5;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005729;15/06/2018;0
135.89-7;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005730;15/06/2018;1
19.52-1;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005731;15/06/2018;0
17.71-5;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005732;15/06/2018;1
17.89-7;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005733;15/06/2018;1
17.79-8;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005734;15/06/2018;1
16.00-6;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005735;15/06/2018;1
20.71-9;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005736;15/06/2018;1
137.59-6;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005737;15/06/2018;1
15.76-8;400.00;0.00;Ref. Contribuição mês de Maio/18;10000005738;15/06/2018;0
19.26-5;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005739;15/06/2018;1
19.51-3;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005740;15/06/2018;1
15.74-3;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005741;15/06/2018;1
17.78-0;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005742;15/06/2018;1
17.82-2;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005743;15/06/2018;1
15.60-2;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005744;15/06/2018;1
19.43-0;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005745;15/06/2018;1
15.68-5;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005746;15/06/2018;1
15.58-6;150.00;150.00;Ref. Contribuição mês de Maio/18;10000005747;15/06/2018;1
19.65-3;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005748;15/06/2018;1
15.69-3;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005749;15/06/2018;0
20.46-1;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005750;15/06/2018;1
15.51-1;150.00;150.00;Ref. Contribuição mês de Maio/18;10000005751;15/06/2018;1
157.76-8;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005752;15/06/2018;1
16.24-6;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005753;15/06/2018;0
20.62-8;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005754;15/06/2018;1
15.99-0;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005755;15/06/2018;1
20.33-9;100.00;100.00;Ref. Contribuição mês de Maio/18;10000005756;15/06/2018;1
20.17-2;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005757;15/06/2018;1
20.92-5;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005758;15/06/2018;0
19.34-9;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005759;15/06/2018;0
17.72-3;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005760;15/06/2018;1
16.32-9;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005761;15/06/2018;1
19.22-4;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005762;15/06/2018;1
20.91-7;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005763;15/06/2018;1
17.63-2;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005764;15/06/2018;1
;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005765;15/06/2018;1
20.05-7;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005766;15/06/2018;1
15.98-2;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005767;15/06/2018;1
16.07-1;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005768;15/06/2018;1
137.69-5;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005769;15/06/2018;1
15.73-5;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005770;15/06/2018;1
156.28-1;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005771;15/06/2018;1
19.23-2;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005772;15/06/2018;1
20.26-3;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005773;15/06/2018;1
19.56-2;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005774;15/06/2018;1
20.74-3;50.00;0.00;Ref. Contribuição mês de Maio/18;10000005775;15/06/2018;0
20.12-3;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005776;15/06/2018;0
36.01-2;70.00;0.00;Ref. Contribuição mês de Maio/18;10000005777;15/06/2018;0
20.41-2;400.00;0.00;Ref. Contribuição mês de Maio/18;10000005778;15/06/2018;0
17.87-1;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005779;15/06/2018;1
20.87-5;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005780;15/06/2018;1
20.65-1;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005781;15/06/2018;1
17.96-2;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005782;15/06/2018;1
16.41-0;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005783;15/06/2018;1
15.65-1;150.00;150.00;Ref. Contribuição mês de Maio/18;10000005784;15/06/2018;1
15.71-9;400.00;400.00;Ref. Contribuição mês de Maio/18;10000005785;15/06/2018;1
20.32-1;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005786;15/06/2018;1
16.04-8;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005787;15/06/2018;1
17.95-4;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005788;15/06/2018;1
17.22-8;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005789;15/06/2018;1
20.95-8;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005790;15/06/2018;1
19.68-7;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005791;15/06/2018;1
17.75-6;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005792;15/06/2018;1
19.31-5;70.00;70.00;Ref. Contribuição mês de Maio/18;10000005793;15/06/2018;1
15.67-7;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005794;15/06/2018;1
20.16-4;50.00;50.00;Ref. Contribuição mês de Maio/18;10000005795;15/06/2018;1
19.46-3;1800.00;1800.00;Ref Contribuições em aberta15/12, 15/01, 15/02, 16/04 e 15/05;10000005796;30/05/2018;1
19.49-7;600.00;0.00;Referente Contribuições em abertas Ano 2017;10000005797;01/06/2018;1
20.74-3;150.00;150.00;Contribuição referente aos meses de Março, Abril e Maio;10000005798;06/06/2018;1
17.83-0;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005799;16/07/2018;1
15.59-4;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005800;16/07/2018;1
19.35-6;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005801;16/07/2018;1
19.24-0;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005802;16/07/2018;1
17.92-1;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005803;16/07/2018;1
17.85-5;100.00;100.00;Ref. Contribuições do mês de Junho/2018;10000005804;16/07/2018;1
16.06-3;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005805;16/07/2018;1
15.72-7;150.00;150.00;Ref. Contribuições do mês de Junho/2018;10000005806;16/07/2018;1
15.66-9;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005807;16/07/2018;1
20.48-7;150.00;150.00;Ref. Contribuições do mês de Junho/2018;10000005808;16/07/2018;1
20.36-2;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005809;16/07/2018;1
15.57-8;150.00;150.00;Ref. Contribuições do mês de Junho/2018;10000005810;16/07/2018;1
16.39-4;50.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005811;16/07/2018;0
20.67-7;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005812;16/07/2018;1
17.94-7;100.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005813;16/07/2018;0
17.70-7;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005814;16/07/2018;1
19.99-2;300.00;300.00;Ref. Contribuições do mês de Junho/2018;10000005815;16/07/2018;1
15.61-0;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005816;16/07/2018;1
20.88-3;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005817;16/07/2018;0
19.97-6;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005818;16/07/2018;0
19.30-7;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005819;16/07/2018;1
20.38-8;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005820;16/07/2018;1
16.12-1;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005821;16/07/2018;0
19.63-8;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005822;16/07/2018;0
19.36-4;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005823;16/07/2018;1
19.46-3;400.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005824;16/07/2018;0
20.47-9;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005825;16/07/2018;1
20.40-4;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005826;16/07/2018;1
19.17-4;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005827;16/07/2018;1
121.00-4;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005828;16/07/2018;0
19.60-4;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005829;16/07/2018;1
19.96-8;50.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005830;16/07/2018;0
18.04-4;50.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005831;16/07/2018;0
19.76-0;50.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005832;16/07/2018;0
17.67-3;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005833;16/07/2018;1
19.18-2;50.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005834;16/07/2018;0
17.84-8;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005835;16/07/2018;1
16.35-2;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005836;16/07/2018;1
19.48-9;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005837;16/07/2018;1
17.66-5;50.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005838;16/07/2018;0
20.44-6;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005839;16/07/2018;1
17.88-9;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005840;16/07/2018;1
17.59-0;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005841;16/07/2018;1
17.69-9;50.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005842;16/07/2018;0
19.70-3;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005843;16/07/2018;1
16.09-7;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005844;16/07/2018;1
16.01-4;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005845;16/07/2018;1
16.11-3;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005846;16/07/2018;1
79.01-2;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005847;16/07/2018;1
20.51-1;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005848;16/07/2018;1
19.33-1;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005849;16/07/2018;1
17.76-4;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005850;16/07/2018;1
15.90-9;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005851;16/07/2018;1
15.75-0;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005852;16/07/2018;1
17.24-4;50.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005853;16/07/2018;0
16.23-8;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005854;16/07/2018;0
20.74-3;50.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005855;16/07/2018;0
19.39-8;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005856;16/07/2018;1
20.19-8;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005857;16/07/2018;1
17.90-5;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005858;16/07/2018;1
20.86-7;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005859;16/07/2018;1
15.53-7;150.00;150.00;Ref. Contribuições do mês de Junho/2018;10000005860;16/07/2018;1
17.86-3;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005861;16/07/2018;1
17.62-4;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005862;16/07/2018;1
28.34-0;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005863;16/07/2018;1
20.49-5;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005864;16/07/2018;1
135.89-7;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005865;16/07/2018;1
19.52-1;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005866;16/07/2018;0
17.71-5;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005867;16/07/2018;1
17.89-7;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005868;16/07/2018;1
17.79-8;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005869;16/07/2018;1
16.00-6;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005870;16/07/2018;1
20.71-9;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005871;16/07/2018;1
137.59-6;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005872;16/07/2018;1
15.76-8;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005873;16/07/2018;1
19.26-5;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005874;16/07/2018;1
19.51-3;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005875;16/07/2018;1
15.74-3;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005876;16/07/2018;1
17.78-0;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005877;16/07/2018;1
17.82-2;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005878;16/07/2018;1
15.60-2;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005879;16/07/2018;1
19.43-0;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005880;16/07/2018;1
15.68-5;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005881;16/07/2018;1
15.58-6;150.00;150.00;Ref. Contribuições do mês de Junho/2018;10000005882;16/07/2018;1
19.65-3;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005883;16/07/2018;1
15.69-3;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005884;16/07/2018;0
20.46-1;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005885;16/07/2018;1
15.51-1;150.00;150.00;Ref. Contribuições do mês de Junho/2018;10000005886;16/07/2018;1
157.76-8;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005887;16/07/2018;1
16.24-6;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005888;16/07/2018;0
20.62-8;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005889;16/07/2018;1
15.99-0;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005890;16/07/2018;1
20.33-9;100.00;100.00;Ref. Contribuições do mês de Junho/2018;10000005891;16/07/2018;1
20.17-2;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005892;16/07/2018;1
20.92-5;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005893;16/07/2018;1
19.34-9;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005894;16/07/2018;0
17.72-3;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005895;16/07/2018;1
16.32-9;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005896;16/07/2018;1
19.22-4;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005897;16/07/2018;1
20.91-7;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005898;16/07/2018;1
17.63-2;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005899;16/07/2018;1
;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005900;16/07/2018;1
20.05-7;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005901;16/07/2018;1
15.98-2;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005902;16/07/2018;1
16.07-1;50.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005903;16/07/2018;1
19.49-7;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005904;16/07/2018;1
137.69-5;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005905;16/07/2018;1
15.73-5;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005906;16/07/2018;1
156.28-1;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005907;16/07/2018;1
19.23-2;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005908;16/07/2018;1
20.26-3;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005909;16/07/2018;1
19.56-2;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005910;16/07/2018;1
20.74-3;50.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005911;16/07/2018;0
20.12-3;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005912;16/07/2018;0
36.01-2;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005913;16/07/2018;0
20.41-2;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005914;16/07/2018;1
17.87-1;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005915;16/07/2018;1
20.87-5;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005916;16/07/2018;1
20.65-1;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005917;16/07/2018;1
17.96-2;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005918;16/07/2018;1
16.41-0;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005919;16/07/2018;1
15.65-1;150.00;150.00;Ref. Contribuições do mês de Junho/2018;10000005920;16/07/2018;1
15.71-9;400.00;400.00;Ref. Contribuições do mês de Junho/2018;10000005921;16/07/2018;1
20.32-1;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005922;16/07/2018;1
16.04-8;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005923;16/07/2018;1
17.95-4;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005924;16/07/2018;1
17.22-8;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005925;16/07/2018;1
20.95-8;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005926;16/07/2018;1
19.68-7;70.00;0.00;Ref. Contribuições do mês de Junho/2018;10000005927;16/07/2018;0
17.75-6;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005928;16/07/2018;1
19.31-5;70.00;70.00;Ref. Contribuições do mês de Junho/2018;10000005929;16/07/2018;1
15.67-7;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005930;16/07/2018;1
20.16-4;50.00;50.00;Ref. Contribuições do mês de Junho/2018;10000005931;16/07/2018;1
19.99-2;600.00;0.00;Ref Contribuição dos meses de Abril e Junho de 2018;10000005932;16/07/2018;1
17.83-0;70.00;70.00;Contribuição ref. Julho/18;10000005933;15/08/2018;1
15.59-4;70.00;70.00;Contribuição ref. Julho/18;10000005934;15/08/2018;1
19.35-6;70.00;70.00;Contribuição ref. Julho/18;10000005935;15/08/2018;1
19.24-0;70.00;70.00;Contribuição ref. Julho/18;10000005936;15/08/2018;1
17.92-1;50.00;50.00;Contribuição ref. Julho/18;10000005937;15/08/2018;1
17.85-5;100.00;100.00;Contribuição ref. Julho/18;10000005938;15/08/2018;1
16.06-3;50.00;50.00;Contribuição ref. Julho/18;10000005939;15/08/2018;1
15.72-7;150.00;150.00;Contribuição ref. Julho/18;10000005940;15/08/2018;1
15.66-9;400.00;400.00;Contribuição ref. Julho/18;10000005941;15/08/2018;1
20.48-7;150.00;150.00;Contribuição ref. Julho/18;10000005942;15/08/2018;1
20.36-2;400.00;400.00;Contribuição ref. Julho/18;10000005943;15/08/2018;1
15.57-8;150.00;150.00;Contribuição ref. Julho/18;10000005944;15/08/2018;1
16.39-4;50.00;0.00;Contribuição ref. Julho/18;10000005945;15/08/2018;0
20.67-7;400.00;400.00;Contribuição ref. Julho/18;10000005946;15/08/2018;1
17.94-7;100.00;0.00;Contribuição ref. Julho/18;10000005947;15/08/2018;0
17.70-7;50.00;50.00;Contribuição ref. Julho/18;10000005948;15/08/2018;1
19.99-2;300.00;300.00;Contribuição ref. Julho/18;10000005949;15/08/2018;1
15.61-0;50.00;50.00;Contribuição ref. Julho/18;10000005950;15/08/2018;1
20.88-3;70.00;0.00;Contribuição ref. Julho/18;10000005951;15/08/2018;0
