entrancia_id;regioes_id;contrib_id;tabeliao_id;substituto_id;cnpj;naoCNPJ;cei;codTJ;codCNJ;;nome;nomeFantasia;nomeResumido;endCep;arrAtividades;endNumero;endCidade;telefone1;telefone2;telefone2_whatsapp;email;endLogradouro;endBairro;formaCobranca;ativo;altUsuario;cadAnalise;encontradoTJ;emAcordo;retencaoTJ;pgRetencaoTJ
31;75;1;62;;23.445.000/0000-00;1;;168003;136.67-1;;CARTÓRIO OFICIAL DE NOTAS E REGISTROS PUBLICOS;CARTÓRIO MARTINS MOURA;CARTÓRIO MARTINS MOURA;21;21;;2301851;(88) 3426-1649;(88) 9915-4964;0;cartoriomartinsmoura@hotmail.com;RUA CORONEL VIRGILIO TAVORA;CENTRO;2;Sim;0;0;1;0;1;1
31;75;1;680;;23.716.400/0000-00;1;;168006;146.92-8;;CARTORIO REG CIVIL DIST DE SITIÁ;CARTORIO REG CIVIL DIST DE SITIÁ;CARTORIO REG CIVIL DIST DE SITIÁ;29;29;;2301851;(85) 9 8163-1822;;0;samiaduarte14@hotmail.com;RUA MARIA CARMELITA SARAIVA DE ALMEIDA;CENTRO;2;Sim;8;0;1;0;1;1
31;19;6;64;;5.794.710/0000-00;1;;36012;36.01-2;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO OLIVEIRA E OLIVEIRA - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO OLIVEIRA E OLIVEIRA - 2º OFÍCIO REG. IMÓVEIS;25;25;;2301901;(88) 3532-2112;;0;cartorio.oliveira@hotmail.com;RUA EDMUNDO DE SÁ SAMPAIO;CENTRO;2;Sim;6;0;1;0;0;1
31;19;1;65;;2.708.250/0000-00;1;;36013;18.74-7;;CARTORIO REG. CIVIL DIST. ARAJARA;CARTORIO REG. CIVIL DIST. ARAJARA;CARTORIO REG. CIVIL DIST. ARAJARA;29;29;;2301901;(88) 8826-4984;;0;lenismar.ferreira@ig.com.br;RUA DO COMÉRCIO, S/N;CENTRO;2;Sim;0;0;1;0;1;1
31;19;1;66;;5.794.710/0000-00;1;;36011;20.70-1;;CARTÓRIO 1º OFÍCIO REGISTRO CIVIL;PRIMEIRO CARTÓRIO DE BARBALHA;PRIMEIRO CARTÓRIO DE BARBALHA;27;27;;2301901;(88) 3532-1230;;0;cartorio1.barbalha@gmail.com;RUA NEZINHO DE SÁ;CENTRO;2;Sim;3;0;1;0;1;1
20;23;7;661;;38.175.000/0000-00;1;;163003;137.69-5;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;BARREIRA - CARTORIO 2º OFÍCIO REG. IMÓVEIS;BARREIRA - CARTORIO 2º OFÍCIO REG. IMÓVEIS;25;25;615;2301950;(85) 3331-1665;(85) 9 8876-9776;0;rafaelleite_a@yahoo.com.br;Rua Felix Pereira, 615;CENTRO;2;Sim;7;0;1;0;0;1
20;23;1;681;;12.459.800/0000-00;1;;163002;17.30-1;;CARTORIO 1º OFÍCIO DE REG. CIVIL;CARTÓRIO OFICIAL DO REGISTRO DE BARREIRA;CARTÓRIO OFICIAL DO REGISTRO DE BARREIRA;27;27;;2301950;(85) 3331-1303;;0;cartoriodebarreira@bol.com.br;RUA LUCIO TORRE, 537;CENTRO;2;Sim;6;0;1;0;1;1
20;19;1;69;;3.292.950/0000-00;1;;61013;16.17-0;;CARTORIO REG. CIVIL DIST. DE IARA;CARTÓRIO ALMEIDA TAVARES;CARTÓRIO ALMEIDA TAVARES;29;29;;2302008;(88) 3554-2046;;0;cartoalt@gmail.com;RUA VICENTE ALMEIDA SÁ, 569. ZONA URBANA;CENTRO;2;Sim;0;0;1;0;1;1
20;19;1;70;3;3.293.000/0000-00;1;;61015;19.29-9;;CARTORIO REG. CIVIL DIST. SANTO ANTÔNIO;CARTÓRIO DO REGISTRO CIVIL DO DISTRITO DE SANTO AN;CARTÓRIO DO REGISTRO CIVIL DO DISTRITO DE SANTO AN;29;29;;2302008;(88) 9 9729-2025;;0;cartorioesmeraldo@hotmail.com;DISTRITO DE SANTO ANTÔNIO, S/N. ZONA RURAL;NA SAÍDA DO DISTRITO;2;Sim;0;0;1;0;1;1
20;19;8;71;;5.455.370/0000-00;1;;61012;17.64-0;;CARTORIO 2º OFÍCIO REG. IMOVEIS;CARTÓRIO FEITOSA - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO FEITOSA - 2º OFÍCIO REG. IMÓVEIS;25;25;;2302008;(88) 3554-1121;;0;cartoriofeitosa@yahoo.com.br;RUA AGOSTINHO XAVIER, 01. ZONA URBANA;TRAJANO NOGUEIRA;2;Sim;6;0;1;0;0;1
20;19;1;72;;6.747.620/0000-00;1;;61011;17.52-5;;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO GONÇALVES;CARTÓRIO GONÇALVES;27;27;;2302008;(88) 3554-1507;;0;cartoriogoncalves@hotmail.com;RUA MANOEL AMÉRICO;CENTRO;2;Sim;0;0;1;0;1;1
20;19;1;73;;3.293.020/0000-00;1;;61014;17.03-8;;CARTORIO REG. CIVIL DIST. CUNCAS;CARTÓRIO MARTINS;CARTÓRIO MARTINS;29;29;;2302008;;;0;cartorio_cuncas@hotmail.com;DISTRITO DE CUNCAS, 67;CENTRO;2;Sim;0;0;1;0;1;1
20;24;7;74;;15.098.300/0000-00;1;;131006;137.84-4;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS - CARTÓRIO OBRA EM RESTAURAÇÃO;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS - CARTÓRIO OBRA EM RESTAURAÇÃO;25;25;;2302057;(88) 3623-1256;(88) 9 8859-6737;0;cartorioor@hotmail.com;RUA AUGUSTA VERAS, 1200;CENTRO;2;Sim;6;0;1;0;0;1
20;24;1;75;;2.883.670/0000-00;1;;131002;20.89-1;;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTORIO DE NOTAS E REGISTROS MAX EUGENIO COELHO;CARTORIO DE NOTAS E REGISTROS MAX EUGENIO COELHO;21;21;;2302057;(88) 3623-1387;(85) 9 9774-2167;0;barroquinhacartoriomax@gmail.com;AV. MARIA DIAMANTINA VERAS, 472;CENTRO;2;Sim;3;0;1;0;1;1
20;24;1;76;;2.337.270/0000-00;1;;131004;136.71-3;;CARTORIO REG. CIVIL DIST. BITUPITA;CARTORIO REG. CIVIL DIST. BITUPITA;CARTORIO REG. CIVIL DIST. BITUPITA;29;29;;2302057;;;0;breno_ponte@hotmail.com;RUA DO MEIO, S/N;BITUPITA;2;Sim;0;0;1;0;1;1
20;24;1;682;;;0;;131005;18.33-3;;CARTORIO REG. CIVIL DIST. DE ARARAS;CARTORIO REG. CIVIL DIST. DE ARARAS;CARTORIO REG. CIVIL DIST. DE ARARAS;29;29;;2302057;(85) 9 8115-5499;;0;cartorioararasce@gmail.com;DISTRITO DE ARARAS, S/N;ARARAS;2;Sim;8;0;1;0;1;1
31;23;6;78;;6.580.110/0000-00;1;;3012;20.87-5;;CARTORIO 2º SERV. PUBLICO DELEGADO ROT. E DE REGISTRO - CARTÓRIO BATURITE;CARTORIO BATURITE - 2º OFÍCIO REG. IMÓVEIS;CARTORIO BATURITE - 2º OFÍCIO REG. IMÓVEIS;25;25;;2302107;(85) 3347-0379;(85) 9 9984-6087;0;contato@cartoriobaturite.com.br;RUA 15 DE NOVEMBRO, 1035;CENTRO;2;Sim;6;0;1;0;0;1
31;23;1;79;;6.580.100/0000-00;1;;3011;16.38-6;;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO CASTRO E SILVA 1º OFÍCIO;CARTÓRIO CASTRO E SILVA 1º OFÍCIO;27;27;;2302107;(85) 3347-1310;(85) 9 8702-7774;0;cartoriobte1oficio@hotmail.com;RUA 15 DE NOVEMBRO;CENTRO;2;Sim;0;0;1;0;1;1
31;58;1;634;;26.538.300/0000-00;1;;62016;18.20-0;;CARTORIO DE REGISTRO CIVIL DO DISTRITO DE SUCATINGA DA COMARCA DE BEBERIBE;CARTÓRIO ARAUJO;CARTÓRIO ARAUJO;29;29;;2302206;(85) 3327-4054;(85) 9 9146-7001;0;cartorioaraujosucatinga@hotmail.com;TRAVESSA AIRES, 36;CENTRO;2;Sim;7;0;1;0;1;1
31;58;1;684;;7.018.120/0000-00;1;;62011;19.41-4;;CARTORIO 1o OFÍCIO REG CIVIL;CARTORIO DE BEBERIBE;CARTORIO DE BEBERIBE;27;27;;2302206;(85) 3338-1370;;0;1oficiobeberibe@gmail.com;RUA JOAO TOMAZ, 320;CENTRO;2;Sim;11;0;1;0;1;0
31;58;7;685;;6.621.110/0000-00;1;;62012;19.39-8;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO GERARDO FACUNDO;CARTÓRIO GERARDO FACUNDO;25;25;;2302206;(85) 3338-1021;;0;cribeberibe@gmail.com;RUA JOÃO TOMAZ FERREIRA;CENTRO;2;Sim;11;0;1;0;0;1
31;58;1;833;;36.618.700/0000-00;1;;62015;135.48-3;;CARTORIO REG. CIVIL DIST. PARIPUEIRA;CARTÓRIO PARIPUEIRA;CARTÓRIO PARIPUEIRA;29;29;;2302206;(85) 9 8161-1414;;0;cartoriodeparipueira@yahoo.com;Rua Francisco Xavier, 300;PARIPUEIRA;2;Sim;7;0;1;0;1;1
31;58;1;832;;7.112.570/0000-00;1;;62013;18.45-7;;CARTORIO REG. CIVIL DIST. ITAPEIM;CARTORIO REG. CIVIL DIST. ITAPEIM;CARTORIO REG. CIVIL DIST. ITAPEIM;29;29;;2302206;(85) 3338-1370;(85) 3327-5077;0;zlxavier@hotmail.com;RUA JOAO TOMAS FERREIRA 320;CENTRO -;2;Sim;11;0;1;0;1;1
31;58;1;86;;5.977.510/0000-00;1;;62014;20.01-6;;CARTORIO REG. CIVIL DIST. PARAJURU;CARTORIO REG. CIVIL DIST. PARAJURU;CARTORIO REG. CIVIL DIST. PARAJURU;29;29;;2302206;(85) 9 9664-6479;;0;cartorioparajuru@hotmail.com;RUA DO COMERCIO, S/N;CENTRO;2;Sim;2;0;1;0;1;1
31;58;1;683;;15.199.400/0000-00;1;;62018;153.79-1;;CARTÓRIO REG. CIVIL DIST. SERRA DO FÉLIX;CARTÓRIO REG. CIVIL DIST. SERRA DO FÉLIX;CARTÓRIO REG. CIVIL DIST. SERRA DO FÉLIX;29;29;;2302206;(85) 3327-5077;;0;cartorioserradofelix@gmail.com;AV.  ESTER FERNANDES;SERRA DO FÉLIX;2;Sim;11;0;1;0;1;1
20;24;7;88;;6.596.040/0000-00;1;;63012;16.06-3;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTORIO GLORIA - 2º OFÍCIO REG. IMÓVEIS;CARTORIO GLORIA - 2º OFÍCIO REG. IMÓVEIS;25;25;;2302305;(88) 3663-1188;(88) 9 9729-0426;0;cartoriogloria2@gmail.com;RUA SANTA CRUZ;CENTRO;2;Sim;6;0;1;0;0;1
20;24;1;686;;41.171.700/0000-00;1;;63011;20.18-0;;CARTÓRIO 1º OFÍCIO REGISTRO CIVIL;CARTÓRIO OLIVEIRA SANTANA;CARTÓRIO OLIVEIRA SANTANA;27;27;372;2302305;(88) 9 9679-2773;(88) 9 9761-9629;0;cartoriooliveirasantana@gmail.com;RUA HUMAITA;CENTRO;2;Sim;8;0;1;0;1;1
20;24;1;687;;41.946.000/0000-00;1;;63013;19.20-8;;CARTORIO REG. CIVIL DIST. PRATA;CARTORIO REG. CIVIL DIST. PRATA;CARTORIO REG. CIVIL DIST. PRATA;29;29;372;2302305;(88) 9 9679-2773;(88) 9976-1962;0;cartorioprata@hotmail.com;RUA HUAMAITÁ;CENTRO;2;Sim;8;0;1;0;1;1
31;75;1;688;;6.578.590/0000-00;1;;37011;19.38-0;;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO 1º OFÍCIO REG. CIVIL;27;27;;2302404;(88) 3427-1016;;0;cartoriogeraldina@bol.com.br;PRAÇA MONSENHOR JOSÉ CANDIDO;CENTRO;2;Sim;11;0;1;0;1;0
31;75;1;90;;35.210.600/0000-00;1;;37013;16.43-6;;CARTORIO DE REGISTRO CIVIL;CARTORIO DO DISTRITO DE IBUAÇU;CARTORIO DO DISTRITO DE IBUAÇU;29;29;;2302404;(88) 3427-1016;;0;edilene.cartorioibuacu@hotmail.com;SN;IBUACU;2;Sim;11;0;1;0;1;1
31;75;1;689;;63.458.100/0000-00;1;;37016;19.28-1;;CARTORIO REG. CIVIL DIST. DOMINGOS COSTA;CARTÓRIO DO REG. CIVIL DIST. DOMINGOS COSTA;CARTÓRIO DO REG. CIVIL DIST. DOMINGOS COSTA;29;29;;2302404;(88) 3427-1868;;0;edilene.cartorio@hotmail.com;RUA ANTONIO DOMINGUES, 112;VILA AZUL;2;Sim;11;0;1;0;1;1
31;75;1;93;;7.694.550/0000-00;1;;37014;18.46-5;;CARTORIO REG. CIVIL DO DIST. JACAMPARI;CARTORIO REG. CIVIL DO DIST. JACAMPARI;CARTORIO REG. CIVIL DO DIST. JACAMPARI;29;29;;2302404;;;0;titobezerra@hotmail.com;VILA DE JACAMPARI, S/N. TERREO;CENTRO;2;Sim;0;0;1;0;1;1
31;75;1;94;;35.210.500/0000-00;1;;37015;16.31-1;;CARTÓRIO REG. CIVIL DIST. GUIA;CARTÓRIO RITA BEZERRA;CARTÓRIO RITA BEZERRA;29;29;;2302404;(88) 3427-1569;(85) 9 9688-2559;0;ritadecassia32@hotmail.com;RUA LUIS VIEIRA DE SOUSA, S/N. PRAÇA DA IGREJA;CENTRO;2;Sim;3;0;1;0;1;1
31;75;6;649;4;6.578.580/0000-00;1;;37012;15.68-5;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO VIEIRA - 2º OFÍCIO NOTAS E REGISTROS DE IMÓVEIS;CARTÓRIO VIEIRA - 2º OFÍCIO NOTAS E REGISTROS DE IMÓVEIS;25;25;;2302404;(88) 3427-1480;(88) 9 9794-8424;0;cartoriovieirabv@hotmail.com;PRAÇA MONSENHOR JOSÉ CÂNDIDO;CENTRO;2;Sim;7;0;1;0;0;1
31;19;1;96;;2.555.020/0000-00;1;;4020;19.05-9;;CARTORIO DO REG. CIVIL DIST. SÃO FELIPE;CARTORIO DO REG. CIVIL DIST. SÃO FELIPE;CARTORIO DO REG. CIVIL DIST. SÃO FELIPE;29;29;;2302503;;;0;cartoriosaofelipe75@gmail.com;SÍTIO OLHO DAGUA, S/N;ZONA RURAL;2;Sim;0;0;1;0;1;1
31;19;6;97;;5.455.270/0000-00;1;;4012;19.65-3;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO MATIAS - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO MATIAS - 2º OFÍCIO REG. IMÓVEIS;25;25;;2302503;(88) 3531-0144;;0;cartoriomatias@gmail.com;PRAÇA DIONÍSIO ROCHA DE LUCENA;CENTRO;2;Sim;6;0;1;0;0;1
31;19;1;98;;5.455.270/0000-00;1;;4011;17.44-2;;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO NICODEMOS FEITOSA;CARTÓRIO NICODEMOS FEITOSA;27;27;;2302503;(88) 3531-1550;;0;cartorionicodemosfeitosa@hotmail.com;RUA JOSE MATIAS SAMPAIO;CENTRO;2;Sim;3;0;1;0;1;1
31;19;6;99;;2.775.440/0000-00;1;;4013;17.84-8;;CARTORIO 3º OFÍCIO REG. IMÓVEIS;CARTÓRIO PAULA PESSOA - 3º OFÍCIO REG. IMÓVEIS;CARTÓRIO PAULA PESSOA - 3º OFÍCIO REG. IMÓVEIS;25;25;;2302503;(88) 3531-1065;;0;cartoriopaulapessoa@gmail.com;RUA JOSÉ MATIAS SAMPAIO, 136;CENTRO;2;Sim;6;0;1;0;0;1
31;24;1;100;;6.580.580/0000-00;1;;38011;15.82-6;;CARTORIO 1º OFÍCIO REG. CIVIL;CAMOCIM - CARTORIO  1º OFÍCIO REG. CIVIL - CARTÓRIO COELHO;CAMOCIM - CARTORIO  1º OFÍCIO REG. CIVIL - CARTÓRIO COELHO;27;27;;2302602;(88) 3621-0085;;0;cartoriocoelho1camocim@outlook.com;RUA JOSÉ DE ALENCAR, 1153. SALAS 01/02;CENTRO;2;Sim;6;0;1;0;1;1
31;24;6;690;;14.900.700/0000-00;1;;38012;16.21-2;;CAMOCIM - CARTÓRIO  2º OFÍCIO REG. IMÓVEIS;CAMOCIM - CARTÓRIO  2º OFÍCIO REG. IMÓVEIS;CAMOCIM - CARTÓRIO  2º OFÍCIO REG. IMÓVEIS;25;25;;2302602;(88) 3621-6886;(88) 9 8813-4673;0;cartoriocamocim@gmail.com;RUA ENGENHEIRO PRIVAT, 1576;CENTRO;2;Sim;11;0;1;0;0;1
31;24;8;102;;2.858.350/0000-00;1;;38021;19.67-9;;CARTÓRIO 3º OFICIO REG. IMOVEIS;CAMOCIM - CARTÓRIO  3º OFÍCIO REG. IMÓVEIS - MOREIRA DE CASTRO -;CAMOCIM - CARTÓRIO  3º OFÍCIO REG. IMÓVEIS - MOREIRA DE CASTRO -;25;25;;2302602;(88) 3621-1222;;0;cartoriomoreiradecastro@gmail.com;RUA ALCINDO ROCHA;CENTRO;2;Sim;6;0;1;0;0;1
31;24;1;691;;35.049.700/0000-00;1;;38015;20.72-7;;CARTORIO REG. CIVIL DIST. GURIU;CAMOCIM - CARTORIO REG. CIVIL DIST. GURIUCARTÓRIO RODRIGUES MONTEIRO;CAMOCIM - CARTORIO REG. CIVIL DIST. GURIUCARTÓRIO RODRIGUES MONTEIRO;29;29;;2302602;(88) 9 9938-2506;;0;camocimcartorioguriu@outlook.com;POVOADO DE TATAJUBA, S/N;POVOADO DE TATAJUBA;2;Sim;11;0;1;0;1;1
31;19;1;692;;19.753.900/0000-00;1;;39014;16.89-9;;CARTORIO REG. CIVIL DIST. CARMELÓPOLES;CARTÓRIO DE REG. CIVIL DIST. CARMELÓPOLES;CARTÓRIO DE REG. CIVIL DIST. CARMELÓPOLES;29;29;;2302701;(88) 3533-1404;;0;;RUA CANDIDO NOGUEIRA, S/N;CENTRO;2;Sim;11;0;1;0;1;1
31;19;1;693;;10.314.500/0000-00;1;;39015;136.79-6;;CARTORIO REG. CIVIL DIST. QUIXARIU;CARTÓRIO DE REGISTRO CIVIL;CARTÓRIO DE REGISTRO CIVIL;29;29;;2302701;(88) 3533-6022;;0;;RUA LEONARDO ANDRADE, 384;CENTRO;2;Sim;11;0;1;0;1;1
31;19;1;106;;5.795.230/0000-00;1;;39011;26-5;;CARTORIO 1º OFÍCIO REG. CIVIL DE CAMPOS SALES;CARTÓRIO DE REGISTRO CIVIL DE CAMPOS SALES;CARTÓRIO DE REGISTRO CIVIL DE CAMPOS SALES;27;27;;2302701;(88) 3533-1851;;0;cartoriocs@yahoo.com.br;RUA FCO GOMES DE SOUSA, 109;CENTRO;2;Sim;3;0;1;0;1;1
31;19;7;107;;5.795.240/0000-00;1;;39012;17.63-2;;CARTÓRIO 2º OFÍCIO REG. IMOVEIS;CARTÓRIO RAIMUNDO FIGUEIREDO - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO RAIMUNDO FIGUEIREDO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2302701;(88) 3533-1024;;0;cartorioraimundofigueiredo@yahoo.com.br;RUA JOAQUIM TAVORA;CENTRO;2;Sim;6;0;1;0;0;1
31;19;1;108;;19.754.000/0000-00;1;;39013;16.92-3;;CARTORIO REG. CIVIL DIST. ITAGUÁ;CARTORIO REG. CIVIL DIST. ITAGUÁ;CARTORIO REG. CIVIL DIST. ITAGUÁ;29;29;;2302701;(88) 3533-5021;;0;cartoriocs@bol.com.br;RUA LUIZ CUSTÓDIO ARRAIS, 109. DISTRITO DE ITAGUÁ;CENTRO;2;Sim;6;0;1;0;1;1
31;75;6;694;;6.578.470/0000-00;1;;5013;17.22-8;;CARTÓRIO DO 2º OFÍCIO REG. IMÓVEIS;CANINDé - CARTÓRIO 2 OFICIO REG. IMÓVEIS;CANINDE - CART?RIO 2? OF?CIO REG. IM?VEIS;25;25;;2302800;(85) 3343-1422;;0;2oficioperdigao@gmail.com;RUA WALDERY UCHOA, 578;CENTRO;2;Sim;11;0;1;0;0;1
31;75;6;110;;3.169.830/0000-00;1;;5015;16.15-4;;CARTÓRIO 3º OFÍCIO REG. IMÓVEIS;CARTÓRIO ALMEIDA - 3º. OFÍCIO REG. IMÓVEIS;CARTÓRIO ALMEIDA - 3º. OFÍCIO REG. IMÓVEIS;25;25;;2302800;(85) 3343-1995;(85) 9 9984-0726;0;cartorioalmeidacan@hotmail.com;TRAVESSA POMPÍLIO CRUZ, 257;CENTRO;2;Sim;6;0;1;0;0;1
31;75;1;111;;9.307.890/0000-00;1;;5017;20.77-6;;CARTORIO REG. CIVIL DIST. ESPERANÇA;CARTORIO ALVES DOS SANTOS;CARTORIO ALVES DOS SANTOS;29;29;;2302800;;;0;m-elizete-duarte@bol.com.br;VILA DE ESPERANÇA, S/N;CENTRO;2;Sim;0;0;1;0;1;0
31;75;1;695;;63.458.100/0000-00;1;;5018;17.26-9;;CARTORIO REG. CIVIL DIST. TARGINOS;CARTÓRIO DO REG. CIVIL DIST. TARGINOS;CARTÓRIO DO REG. CIVIL DIST. TARGINOS;29;29;;2302800;(85) 9766-5722;;0;cartoriodostarginos@hotmail.com;LOCALIDADE DE TARGINOS;ZONA RURAL;2;Sim;11;0;1;0;1;1
31;75;1;696;;23.719.700/0000-00;1;;5021;19.98-4;;CARTORIO REG. CIVIL DIST. UBIRASSU;CARTÓRIO DO REG. CIVIL DIST. UBIRASSU;CARTÓRIO DO REG. CIVIL DIST. UBIRASSU;29;29;;2302800;(85) 8652-1802;;0;mauriciom.abreu@hotmail.com;DISTRITO DE UBIRASSU, S/N;DISTRITO DE UBIRASSU;2;Sim;11;0;1;0;1;1
20;75;1;;;;0;;5019;135.55-8;;CARTORIO REG. CIVIL DIST BONITO;CARTORIO REG. CIVIL DIST BONITO;CARTORIO REG. CIVIL DIST BONITO;27;27;154;2302800;(85) 9 8225-3156;;0;cartoriobonitocaninde@hotmail.com;RUA RICARDO ALVES, 154 - DISTRITO DO BONITO - ZONA RURAL;ZONA RURAL;2;Sim;11;0;1;0;1;1
31;75;1;114;;41.841.700/0000-00;1;;5012;19.59-6;;CARTÓRIO 1º OFÍCIO DE NOTAS E REG. CIVIL;CARTÓRIO SÃO FRANCISCO;CARTÓRIO SÃO FRANCISCO;27;27;;2302800;(85) 3343-1329;;0;cartoriocaninde@hotmail.com;RUA GERFASIO MARTINS;CENTRO;2;Sim;8;0;1;0;1;1
31;23;7;115;;1.130.660/0000-00;1;;130003;19.18-2;;CARTORIO 2º OFICIO REG. IMOVEIS;CARTÓRIO EDNA MENEZES - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO EDNA MENEZES - 2º OFÍCIO REG. IMÓVEIS;25;25;;2302909;(85) 3326-1203;;0;cartorioednamenezescapistrano@hotmail.com;RUA VEREADOR FCO. LUIZ DO NASCIMENTO, S/N;CENTRO;2;Sim;6;0;1;0;0;1
31;23;1;116;;6.580.180/0000-00;1;;130002;17.55-8;;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO HERBSTER LUCA;CARTÓRIO HERBSTER LUCA;27;27;;2302909;(85) 3326-1526;;0;cartoriocapistrano@hotmail.com;RUA CEL FRANCISCO NUNES CAVALCANTE;CENTRO;2;Sim;0;0;1;0;1;0
20;75;1;697;;7.506.380/0000-00;1;;98002;20.34-7;;CARTÓRIO 1º OFÍCIO DE NOTAS E REGISTROS DA COMARCA DE CARIDADE;CARTÓRIO CÉSAR & CAVALCANTE;CARTÓRIO CÉSAR & CAVALCANTE;21;21;;2303006;(85) 3324-1348;;0;oficiocaridade@hotmail.com;RUA DR PLACIDO PINHO;CENTRO;2;Sim;11;0;1;0;1;1
20;75;1;118;;18.011.500/0000-00;1;;98003;136.82-0;;CARTORIO REG. CIVIL DIST. CAMPOS BELOS;CARTÓRIO SAMPAIO;CARTÓRIO SAMPAIO;29;29;;2303006;(85) 3324-2071;;0;jucierluz@yahoo.com.br;rua monsenhor dantas, 136;CENTRO;2;Sim;8;0;1;0;1;1
20;75;1;660;;39.845.400/0000-00;1;;98004;135.58-2;;CARTÓRIO REG. CIVIL DIST. SÃO DOMINGOS;CARTÓRIO SÃO DOMINGOS;CARTÓRIO SÃO DOMINGOS;29;29;;2303006;(85) 9402-7313;;0;cartorio.saodomingos@hotmail.com;RUA MANOEL LOURENÇO DE FREITAS;CENTRO;2;Sim;7;0;1;0;1;1
20;43;1;120;;35.049.800/0000-00;1;;64013;15.89-1;;CARTORIO REG. CIVIL DIST. ARARIÚS;CARTÓRIO EPIFANIA;CARTÓRIO EPIFANIA;29;29;;2303105;(88) 3646-1120;;0;epifania.gomes@bol.com.br;Rua Antônio Clemente, s/n;CENTRO;2;Sim;8;0;1;0;1;1
20;43;8;121;;6.601.940/0000-00;1;;64012;15.83-4;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO OSMUNDO - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO OSMUNDO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2303105;(88) 3646-1410;;0;cartorio_osmundo@hotmail.com;RUA TABELIÃO OSMUNDO AGUIAR;CENTRO;2;Sim;6;0;1;0;0;1
20;43;1;122;;6.601.850/0000-00;1;;64011;20.04-0;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO RIBAMAR;CARTÓRIO RIBAMAR;27;27;;2303105;(88) 3646-1107;;0;cartorioribamar@hotmail.com;AV. DEPUTADO MANOEL RODRIGUES, 165;CENTRO;2;Sim;0;0;1;0;1;1
20;19;7;698;;6.749.150/0000-00;1;;65012;15.98-2;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO CARIRI - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO CARIRI - 2º OFÍCIO REG. IMÓVEIS;25;25;;2303204;(88) 3547-1144;;0;cartoriocariri@gmail.com;RUA JOSÉ BORGES;CENTRO;2;Sim;11;0;1;0;0;1
20;19;1;124;;6.749.120/0000-00;1;;65011;19.80-2;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO DO 1º OFÍCIO DO RE GISTRO CIVIL;CARTÓRIO DO 1º OFÍCIO DO RE GISTRO CIVIL;27;27;;2303204;(88) 3547-1138;(88) 9 9991-2759;0;cartoriooliveira1oficil@yahoo.com.br;RUA CORONEL BOTELHO, 453;CENTRO;2;Sim;0;0;1;0;1;1
20;19;1;699;;4.353.150/0000-00;1;;65013;20.14-9;;CARTORIO REG. CIVIL DIST. MIRAGEM;CARTÓRIO SÃO PEDRO DISTRITO DE MIRAGEM;CARTÓRIO SÃO PEDRO DISTRITO DE MIRAGEM;29;29;;2303204;(88) 3547-5104;;0;fatimafmm@oi.com.br;RUA MAJOR SIMPLÍCIO - VILA MIRAGEM, S/N;CENTRO;2;Sim;11;0;1;0;1;1
20;30;1;126;;14.790.300/0000-00;1;;129002;16.46-9;;CARTÓRIO DE NOTAS E REGISTROS DA COMARCA DE CARIÚS;CARTORIO ALEXANDER MOTA;CARTORIO ALEXANDER MOTA;21;21;;2303303;(88) 3514-1535;;0;cartorioalexander@hotmail.com;PRAÇA DA REPÚBLICA, 10. A;CENTRO;2;Sim;3;0;1;0;1;1
